	F01	F02	F03	F04	F05	F06
GO:0004333	10	9	8	26	27	26
GO:0004334	0	2	0	2	0	0
GO:0004335	2	1	0	5	14	15
GO:0004337	17	9	10	19	11	20
GO:0004339	2	3	1	3	2	0
GO:0004340	8	14	11	31	40	38
GO:0004341	3	9	3	8	7	7
GO:0004342	0	1	0	3	15	16
GO:0004343	7	2	0	1	3	7
GO:0004344	1	0	0	0	0	0
GO:0004345	10	11	10	18	19	15
GO:0004346	1	4	4	5	2	1
GO:0004347	9	10	7	21	29	34
GO:0004348	0	1	1	0	5	7
GO:0004349	9	8	7	14	18	19
GO:0004350	7	9	10	12	13	19
GO:0004351	1	0	0	1	0	1
GO:0004352	20	22	21	34	42	50
GO:0004353	4	1	4	6	5	2
GO:0004354	11	12	16	31	39	41
GO:0004355	15	15	15	20	12	13
GO:0004356	50	48	24	31	30	47
GO:0004357	9	12	11	8	4	4
GO:0004358	10	9	6	6	17	23
GO:0004359	35	34	33	68	82	96
GO:0004360	10	18	6	25	34	44
GO:0004361	6	7	5	9	3	1
GO:0004362	8	8	5	5	1	2
GO:0004363	7	7	4	3	2	2
GO:0004364	41	30	17	6	3	2
GO:0004365	10	19	15	29	32	42
GO:0004366	5	6	6	9	6	2
GO:0004367	10	11	10	20	15	28
GO:0004368	5	5	6	7	5	4
GO:0004369	0	0	0	0	1	0
GO:0004370	11	9	10	13	23	23
GO:0004371	1	2	2	10	23	32
GO:0004372	23	19	11	36	27	38
GO:0004373	0	9	7	20	10	17
GO:0004375	18	16	24	54	54	81
GO:0004376	0	0	0	1	0	1
GO:0004377	1	3	3	7	9	23
GO:0004378	0	1	1	2	0	2
GO:0004383	0	5	3	2	5	3
GO:0004385	7	11	14	23	24	31
GO:0004386	43	52	39	107	81	97
GO:0004392	2	1	0	1	0	0
GO:0004395	1	1	0	0	0	0
GO:0004396	3	3	0	1	1	0
GO:0004397	9	9	8	14	11	11
GO:0004399	9	13	5	13	19	29
GO:0004400	17	13	14	29	31	38
GO:0004401	8	14	10	18	10	15
GO:0004402	1	1	0	0	0	1
GO:0004407	9	11	9	30	32	38
GO:0004409	0	2	2	4	2	1
GO:0004410	3	1	3	5	1	7
GO:0004411	4	2	1	1	0	0
GO:0004412	17	14	10	28	29	36
GO:0004413	13	13	14	17	9	12
GO:0004414	4	10	5	16	11	12
GO:0004416	9	11	9	19	26	36
GO:0004417	1	0	1	3	4	3
GO:0004418	10	9	11	23	18	19
GO:0004419	8	8	4	14	8	5
GO:0004420	3	3	4	8	9	11
GO:0004421	5	0	3	4	6	11
GO:0004422	11	17	19	38	42	32
GO:0004423	2	0	0	2	10	16
GO:0004424	11	12	7	11	18	24
GO:0004425	11	13	10	23	14	24
GO:0004427	20	21	18	53	57	63
GO:0004435	0	1	0	0	0	0
GO:0004439	1	1	1	1	0	0
GO:0004441	0	0	1	0	2	1
GO:0004447	3	2	7	6	5	2
GO:0004449	6	5	1	11	13	21
GO:0004450	9	12	7	18	12	18
GO:0004451	2	5	4	3	3	0
GO:0004452	5	3	8	12	10	16
GO:0004454	1	1	1	1	0	0
GO:0004455	15	11	10	23	29	27
GO:0004458	12	10	7	19	13	10
GO:0004459	4	4	4	5	4	6
GO:0004462	17	16	6	13	15	11
GO:0004463	0	1	1	0	0	0
GO:0004466	12	13	6	16	8	3
GO:0004467	30	35	34	106	101	103
GO:0004470	1	0	3	2	1	0
GO:0004471	7	9	10	11	18	20
GO:0004473	2	6	3	3	5	1
GO:0004474	6	6	3	2	1	0
GO:0004475	9	13	16	26	27	34
GO:0004476	11	7	9	18	28	31
GO:0004477	10	11	10	30	37	47
GO:0004478	13	13	18	23	30	32
GO:0004479	12	21	13	18	24	37
GO:0004485	4	2	3	5	3	3
GO:0004486	0	0	0	0	1	1
GO:0004487	0	0	0	0	1	1
GO:0004488	9	8	8	24	26	32
GO:0004489	6	6	6	7	9	10
GO:0004490	1	3	1	1	3	1
GO:0004491	5	10	8	12	18	12
GO:0004492	1	0	0	0	0	0
GO:0004493	12	9	12	31	38	39
GO:0004494	23	31	30	59	63	72
GO:0004496	5	0	2	16	13	12
GO:0004497	67	39	26	22	4	17
GO:0004499	3	5	1	1	1	2
GO:0004500	0	0	0	0	1	0
GO:0004502	1	0	1	0	0	0
GO:0004504	1	2	0	7	0	1
GO:0004505	0	1	1	1	0	0
GO:0004512	11	17	8	30	30	37
GO:0004514	12	14	15	30	31	47
GO:0004515	9	12	14	16	21	32
GO:0004516	6	5	3	11	11	16
GO:0004517	0	0	0	0	1	0
GO:0004518	29	41	43	83	102	149
GO:0004519	59	80	66	152	137	183
GO:0004520	4	6	2	5	4	1
GO:0004521	36	41	44	84	97	155
GO:0004523	23	23	24	48	48	62
GO:0004525	11	8	10	22	26	39
GO:0004526	10	9	9	20	35	65
GO:0004527	24	32	28	58	58	67
GO:0004528	0	0	0	1	2	2
GO:0004529	1	6	3	4	8	12
GO:0004530	0	0	0	4	1	0
GO:0004532	1	2	4	5	7	6
GO:0004534	5	11	13	36	48	90
GO:0004536	0	0	1	0	0	0
GO:0004540	18	21	22	35	41	61
GO:0004549	0	0	1	0	0	0
GO:0004550	16	21	15	25	24	33
GO:0004551	2	0	1	1	3	3
GO:0004553	27	27	19	22	41	40
GO:0004555	5	3	5	8	11	12
GO:0004556	1	4	3	10	12	9
GO:0004557	1	0	0	4	6	5
GO:0004558	0	0	1	4	0	0
GO:0004559	0	0	2	2	9	16
GO:0004560	2	2	2	6	6	13
GO:0004561	0	0	0	1	0	0
GO:0004563	7	5	7	13	22	10
GO:0004564	0	0	0	0	1	2
GO:0004565	1	1	0	7	11	16
GO:0004566	0	0	0	5	3	7
GO:0004567	0	0	0	3	5	5
GO:0004568	0	1	0	0	0	0
GO:0004571	0	0	1	0	0	0
GO:0004573	0	0	1	3	7	3
GO:0004574	0	0	1	0	1	2
GO:0004575	0	0	0	3	2	1
GO:0004576	0	0	0	0	2	8
GO:0004577	0	0	1	0	0	1
GO:0004579	0	0	1	2	2	5
GO:0004581	1	1	2	8	6	10
GO:0004582	6	12	10	23	18	31
GO:0004585	15	22	13	27	39	53
GO:0004586	4	2	0	1	0	1
GO:0004587	9	8	11	23	24	19
GO:0004588	14	13	10	20	18	30
GO:0004589	7	9	10	21	37	39
GO:0004590	16	17	15	32	40	48
GO:0004591	8	5	7	7	5	4
GO:0004592	10	11	9	17	17	17
GO:0004594	12	14	12	17	23	26
GO:0004595	9	12	8	21	33	39
GO:0004596	1	0	1	9	11	17
GO:0004598	1	2	0	7	2	2
GO:0004601	41	32	25	38	28	18
GO:0004602	5	9	4	1	0	1
GO:0004604	9	3	6	12	7	9
GO:0004605	10	13	18	20	22	33
GO:0004608	2	6	4	5	7	5
GO:0004609	20	14	12	14	14	14
GO:0004612	11	12	5	19	11	13
GO:0004613	2	3	3	5	14	15
GO:0004614	7	8	9	23	28	49
GO:0004615	9	18	15	25	35	50
GO:0004616	5	9	7	15	23	26
GO:0004617	21	23	16	39	65	59
GO:0004618	9	14	7	24	30	41
GO:0004619	4	1	1	6	6	4
GO:0004620	4	0	1	1	1	4
GO:0004621	0	0	0	3	1	0
GO:0004622	17	17	14	22	20	28
GO:0004623	0	0	0	2	2	0
GO:0004630	1	4	3	3	5	2
GO:0004631	1	1	3	3	0	0
GO:0004632	13	18	8	28	28	36
GO:0004633	13	18	9	32	32	40
GO:0004634	12	15	13	33	37	45
GO:0004635	12	10	7	9	18	20
GO:0004636	8	9	5	4	7	11
GO:0004637	19	19	14	30	28	34
GO:0004638	2	2	4	5	3	4
GO:0004639	12	12	12	18	18	26
GO:0004640	11	9	12	26	18	27
GO:0004641	14	15	17	31	22	25
GO:0004642	20	25	22	49	52	52
GO:0004643	9	15	11	20	27	32
GO:0004644	11	15	7	17	14	8
GO:0004645	1	4	4	10	10	15
GO:0004647	6	10	2	13	12	17
GO:0004648	11	8	5	9	5	5
GO:0004649	3	1	3	3	5	5
GO:0004650	0	0	0	0	2	0
GO:0004652	4	3	4	0	0	0
GO:0004653	0	0	0	0	0	2
GO:0004654	11	18	5	25	26	41
GO:0004655	12	14	10	20	21	24
GO:0004656	0	1	0	0	0	0
GO:0004657	6	9	6	17	9	8
GO:0004658	17	12	12	36	41	46
GO:0004659	33	36	25	65	68	71
GO:0004664	15	13	9	18	32	31
GO:0004665	10	10	10	21	22	36
GO:0004667	0	0	0	0	0	1
GO:0004668	5	5	1	7	1	5
GO:0004671	3	6	6	8	5	9
GO:0004672	16	21	20	20	19	20
GO:0004673	35	52	48	168	106	106
GO:0004674	20	22	23	35	20	27
GO:0004679	0	0	0	1	0	0
GO:0004683	0	0	0	2	1	0
GO:0004691	0	0	0	1	3	1
GO:0004692	3	4	2	6	8	6
GO:0004708	1	0	0	1	0	0
GO:0004709	0	1	1	1	0	0
GO:0004712	2	3	3	12	7	17
GO:0004713	1	2	3	8	3	8
GO:0004714	3	9	8	17	12	20
GO:0004715	2	7	5	10	6	12
GO:0004719	29	29	23	49	50	59
GO:0004720	1	0	0	0	0	0
GO:0004721	12	19	18	63	53	46
GO:0004722	7	10	5	8	7	7
GO:0004725	21	16	22	30	29	29
GO:0004729	3	8	3	10	7	4
GO:0004730	0	0	2	3	5	6
GO:0004731	7	7	8	25	21	28
GO:0004733	7	6	5	4	5	3
GO:0004735	14	15	11	20	21	34
GO:0004736	8	14	8	19	25	28
GO:0004737	0	1	0	0	1	0
GO:0004738	0	0	0	0	1	0
GO:0004739	24	32	27	45	67	58
GO:0004742	13	21	17	31	42	29
GO:0004743	10	11	15	22	20	24
GO:0004745	5	2	0	1	1	0
GO:0004746	8	14	8	17	24	32
GO:0004747	1	3	6	13	20	20
GO:0004748	12	20	13	31	21	20
GO:0004749	11	16	6	30	34	46
GO:0004750	14	20	7	29	38	42
GO:0004751	8	19	20	27	34	61
GO:0004753	2	1	3	3	3	6
GO:0004754	0	1	0	0	0	0
GO:0004755	1	2	1	2	2	5
GO:0004756	5	11	3	16	10	27
GO:0004757	0	0	1	0	0	0
GO:0004760	12	14	10	31	34	36
GO:0004764	12	14	13	27	30	40
GO:0004765	11	9	15	14	23	17
GO:0004766	10	12	4	16	16	20
GO:0004767	0	1	0	1	0	0
GO:0004768	0	3	0	1	0	0
GO:0004769	0	2	5	8	7	6
GO:0004771	0	0	1	0	0	0
GO:0004773	4	1	0	4	1	1
GO:0004775	41	32	27	79	85	128
GO:0004776	13	13	10	33	39	45
GO:0004777	10	10	11	11	6	4
GO:0004778	0	0	0	0	1	0
GO:0004781	15	10	14	30	20	34
GO:0004782	0	1	0	6	0	2
GO:0004783	5	2	8	5	4	1
GO:0004784	6	4	3	15	16	17
GO:0004787	0	0	1	1	0	0
GO:0004788	1	2	2	3	5	6
GO:0004789	19	18	10	28	31	37
GO:0004791	18	13	15	40	42	56
GO:0004792	25	23	17	24	8	13
GO:0004793	2	3	7	11	16	15
GO:0004794	20	15	16	26	28	42
GO:0004795	23	32	24	49	68	88
GO:0004796	0	0	1	0	0	0
GO:0004797	1	2	3	8	7	6
GO:0004798	12	17	13	24	31	36
GO:0004799	5	10	8	22	31	23
GO:0004800	2	0	2	2	6	9
GO:0004801	15	13	11	21	29	43
GO:0004802	20	18	19	45	60	71
GO:0004803	96	167	168	246	143	147
GO:0004805	6	9	6	8	14	21
GO:0004806	6	2	3	5	5	7
GO:0004807	8	9	11	29	28	39
GO:0004809	1	0	0	4	4	12
GO:0004810	4	5	3	11	10	15
GO:0004812	5	3	5	5	6	9
GO:0004813	15	21	14	26	43	46
GO:0004814	21	14	17	33	44	41
GO:0004815	11	14	7	21	34	46
GO:0004816	3	5	4	12	11	20
GO:0004817	10	12	12	28	28	32
GO:0004818	9	10	6	24	19	32
GO:0004819	6	1	2	11	16	11
GO:0004820	19	13	19	28	40	33
GO:0004821	12	16	10	21	27	35
GO:0004822	9	11	12	24	29	34
GO:0004823	9	11	17	22	25	32
GO:0004824	15	12	17	31	26	38
GO:0004825	15	12	12	29	35	42
GO:0004826	19	27	19	40	63	78
GO:0004827	13	14	14	26	31	36
GO:0004828	9	12	12	25	21	33
GO:0004829	11	16	7	23	35	43
GO:0004830	12	14	10	29	33	38
GO:0004831	10	9	15	18	26	36
GO:0004832	6	11	8	25	24	33
GO:0004833	5	5	3	1	1	0
GO:0004834	20	33	29	49	47	79
GO:0004837	2	2	1	3	5	2
GO:0004838	2	2	3	2	1	0
GO:0004842	0	0	0	2	1	1
GO:0004843	2	1	1	3	3	1
GO:0004844	27	21	13	36	39	35
GO:0004845	10	15	11	18	18	24
GO:0004846	0	0	0	0	1	0
GO:0004847	0	0	0	0	1	0
GO:0004848	1	2	3	1	0	0
GO:0004849	0	2	3	7	5	7
GO:0004850	1	2	4	9	14	17
GO:0004851	13	13	8	22	29	31
GO:0004852	8	7	9	16	15	14
GO:0004853	9	17	17	60	86	86
GO:0004854	17	27	29	31	43	33
GO:0004855	5	2	4	0	1	0
GO:0004856	2	1	3	18	49	47
GO:0004857	0	0	0	2	2	3
GO:0004860	1	1	1	2	7	10
GO:0004862	1	0	0	6	4	3
GO:0004866	3	0	1	10	8	18
GO:0004867	2	3	3	11	19	25
GO:0004869	0	0	0	2	3	11
GO:0004888	15	24	15	63	25	12
GO:0004890	0	1	2	0	0	1
GO:0004930	0	0	0	1	0	0
GO:0004970	1	1	1	0	0	0
GO:0005034	0	0	0	0	0	1
GO:0005041	0	0	0	1	0	0
GO:0005044	8	6	6	12	3	1
GO:0005047	7	15	10	23	19	34
GO:0005048	5	5	8	15	18	17
GO:0005080	0	0	1	0	0	0
GO:0005085	0	0	2	9	8	9
GO:0005096	0	1	0	1	0	1
GO:0005102	3	5	2	6	6	18
GO:0005109	0	0	0	1	0	0
GO:0005125	1	1	1	2	0	0
GO:0005158	0	0	0	1	1	1
GO:0005186	0	0	0	1	1	1
GO:0005198	19	19	16	38	33	33
GO:0005200	0	0	0	0	0	1
GO:0005201	0	1	1	3	2	2
GO:0005212	0	3	0	2	1	0
GO:0005215	10	10	10	9	7	9
GO:0005216	2	2	1	3	0	2
GO:0005219	0	0	0	0	0	1
GO:0005221	1	0	0	0	0	0
GO:0005222	2	2	0	0	1	0
GO:0005223	1	1	0	0	0	0
GO:0005230	1	3	4	1	2	1
GO:0005237	0	1	0	0	0	0
GO:0005242	1	0	0	0	0	0
GO:0005244	1	3	0	5	7	5
GO:0005246	1	1	1	2	3	1
GO:0005247	4	8	4	12	10	7
GO:0005248	0	1	1	0	0	1
GO:0005249	2	1	1	9	7	7
GO:0005251	0	0	0	0	0	1
GO:0005253	1	2	0	1	2	1
GO:0005254	0	1	2	0	0	2
GO:0005261	0	0	0	0	1	1
GO:0005262	4	3	1	2	8	17
GO:0005267	10	15	12	31	28	32
GO:0005272	1	3	2	0	1	0
GO:0005274	0	0	0	1	2	0
GO:0005275	2	4	0	1	3	9
GO:0005280	0	0	0	2	1	0
GO:0005283	0	1	0	4	4	4
GO:0005291	1	1	0	0	0	0
GO:0005298	11	8	6	27	19	14
GO:0005302	0	0	0	0	1	1
GO:0005304	55	60	29	117	144	190
GO:0005307	0	0	1	2	1	0
GO:0005308	0	1	1	0	1	3
GO:0005313	3	3	0	2	2	1
GO:0005314	3	3	0	2	2	2
GO:0005315	25	27	18	43	45	67
GO:0005319	0	1	0	1	0	4
GO:0005324	1	3	0	5	1	2
GO:0005335	1	0	0	0	1	0
GO:0005337	6	2	4	4	0	3
GO:0005342	14	16	7	8	9	15
GO:0005343	0	0	0	0	1	0
GO:0005344	16	9	2	1	2	0
GO:0005345	2	6	2	4	5	4
GO:0005351	0	1	2	11	11	17
GO:0005354	1	1	1	2	3	5
GO:0005355	0	0	4	2	3	2
GO:0005367	1	1	1	2	2	2
GO:0005372	1	1	2	1	0	0
GO:0005375	0	1	2	2	4	4
GO:0005381	2	4	5	14	19	26
GO:0005384	4	8	8	22	15	20
GO:0005385	8	10	9	24	25	16
GO:0005388	4	8	7	10	16	21
GO:0005412	5	6	7	9	6	8
GO:0005415	0	0	0	1	0	2
GO:0005427	0	0	0	1	0	1
GO:0005436	8	8	5	11	16	16
GO:0005451	14	11	6	7	20	35
GO:0005452	2	2	2	3	0	0
GO:0005460	1	2	2	1	1	1
GO:0005471	2	0	0	3	3	1
GO:0005496	0	0	1	3	1	0
GO:0005501	0	0	0	0	1	0
GO:0005504	1	2	2	0	0	1
GO:0005506	336	292	222	438	450	591
GO:0005507	80	92	65	125	80	71
GO:0005509	69	69	61	133	119	155
GO:0005516	2	3	3	6	1	1
GO:0005518	1	0	1	3	2	2
GO:0005520	0	0	0	0	2	2
GO:0005524	3486	3969	3336	7252	7437	9126
GO:0005525	406	459	385	837	918	1169
GO:0005528	0	0	0	1	0	2
GO:0005534	0	0	0	1	1	2
GO:0005536	8	14	6	14	10	6
GO:0005537	0	2	1	1	1	4
GO:0005539	0	0	0	2	1	3
GO:0005542	21	16	18	29	16	24
GO:0005543	5	5	8	9	5	2
GO:0005547	0	2	0	0	0	0
GO:0005548	5	7	6	7	2	3
GO:0005576	179	195	159	330	314	343
GO:0005604	0	1	0	0	0	0
GO:0005615	17	20	22	58	60	58
GO:0005618	85	91	83	118	102	104
GO:0005628	0	0	0	1	0	1
GO:0005631	8	2	4	0	1	1
GO:0005634	188	153	134	324	273	286
GO:0005635	7	5	2	5	9	11
GO:0005637	0	0	0	1	0	1
GO:0005640	0	0	1	4	1	2
GO:0005641	0	0	1	0	0	0
GO:0005654	60	51	48	83	82	95
GO:0005657	1	1	2	2	0	0
GO:0005662	0	1	0	1	0	0
GO:0005663	1	1	1	7	7	9
GO:0005665	1	0	1	2	5	5
GO:0005666	1	0	1	2	5	7
GO:0005667	2	1	1	0	4	1
GO:0005675	0	0	0	1	1	0
GO:0005680	2	0	0	1	0	2
GO:0005681	1	0	0	3	5	3
GO:0005682	0	0	0	0	0	1
GO:0005685	0	0	0	0	0	1
GO:0005686	0	0	0	0	0	1
GO:0005687	0	0	0	0	0	1
GO:0005688	1	0	0	2	3	3
GO:0005689	0	0	0	0	0	1
GO:0005694	73	72	75	151	173	178
GO:0005697	0	0	0	1	0	0
GO:0005700	0	1	0	0	0	0
GO:0005703	0	1	0	0	0	0
GO:0005704	0	0	0	0	0	1
GO:0005721	0	0	1	0	0	0
GO:0005727	0	1	0	0	0	0
GO:0005730	14	9	11	27	17	20
GO:0005732	1	0	0	2	3	3
GO:0005736	1	0	1	2	5	5
GO:0005737	4341	4927	4056	8377	8730	10866
GO:0005739	355	373	296	514	427	423
GO:0005740	2	4	1	2	5	4
GO:0005741	10	14	11	19	10	11
GO:0005742	0	0	0	1	1	0
GO:0005743	79	64	50	107	81	68
GO:0005744	3	0	0	0	0	0
GO:0005745	0	0	0	0	1	1
GO:0005746	1	1	1	0	0	0
GO:0005747	19	31	21	33	33	42
GO:0005749	4	5	3	6	3	3
GO:0005750	3	1	0	1	0	0
GO:0005757	1	0	0	0	0	0
GO:0005758	13	28	16	11	14	13
GO:0005759	138	132	146	192	143	172
GO:0005760	0	0	0	0	0	1
GO:0005762	1	2	0	3	1	2
GO:0005764	11	14	15	44	41	54
GO:0005765	2	4	3	9	10	9
GO:0005768	10	8	5	22	19	23
GO:0005769	3	2	2	8	1	2
GO:0005770	1	1	0	3	3	3
GO:0005771	1	0	1	4	2	1
GO:0005773	12	15	15	30	29	31
GO:0005774	11	16	10	22	15	13
GO:0005775	0	1	0	0	0	0
GO:0005776	0	0	0	3	1	3
GO:0005777	94	90	74	106	108	123
GO:0005778	4	4	4	2	7	6
GO:0005779	1	1	0	1	0	0
GO:0005782	7	13	5	9	15	21
GO:0005783	81	83	71	144	119	147
GO:0005784	0	0	0	0	1	3
GO:0005786	0	0	0	1	0	0
GO:0005787	0	0	0	2	2	5
GO:0005788	17	9	10	19	13	17
GO:0005789	58	57	51	94	88	113
GO:0005790	0	1	1	0	2	3
GO:0005791	1	0	1	3	2	0
GO:0005793	1	1	4	1	2	4
GO:0005794	27	33	35	74	67	72
GO:0005795	1	0	1	4	1	3
GO:0005796	0	0	0	0	0	2
GO:0005797	1	1	1	4	2	4
GO:0005801	2	0	1	4	0	3
GO:0005802	4	1	2	11	10	13
GO:0005811	14	11	8	17	4	14
GO:0005813	11	5	4	13	12	13
GO:0005814	5	2	7	6	6	8
GO:0005815	0	2	2	1	3	3
GO:0005819	0	0	1	4	4	4
GO:0005829	1089	1178	954	1907	1903	2277
GO:0005834	1	1	0	0	1	1
GO:0005835	4	5	3	3	8	15
GO:0005839	14	10	12	18	14	17
GO:0005840	398	471	404	851	1024	1430
GO:0005844	1	0	0	2	0	0
GO:0005856	9	6	10	10	15	13
GO:0005865	0	0	0	1	0	0
GO:0005874	1	0	4	3	10	27
GO:0005875	0	0	0	0	1	1
GO:0005876	0	0	0	2	2	1
GO:0005881	6	2	0	2	1	0
GO:0005886	3675	4247	3483	7065	7105	8315
GO:0005887	540	613	480	949	919	1061
GO:0005901	1	0	1	2	1	3
GO:0005902	2	2	1	1	0	0
GO:0005903	3	6	2	5	5	4
GO:0005911	1	0	2	2	0	0
GO:0005912	0	0	1	1	0	1
GO:0005923	0	0	0	1	1	0
GO:0005925	1	2	1	3	4	4
GO:0005929	3	2	0	6	5	5
GO:0005930	0	0	0	4	0	0
GO:0005934	1	1	0	0	1	0
GO:0005935	3	2	0	1	1	0
GO:0005938	0	1	0	2	0	0
GO:0005945	1	3	6	4	9	4
GO:0005946	1	1	2	1	2	3
GO:0005947	1	1	1	0	0	0
GO:0005948	35	26	19	31	47	42
GO:0005951	1	3	2	2	1	5
GO:0005952	6	8	4	18	15	7
GO:0005960	11	24	15	33	45	51
GO:0005967	1	0	5	6	11	7
GO:0005971	0	0	0	1	0	1
GO:0005975	261	282	206	469	577	704
GO:0005976	3	2	0	2	2	1
GO:0005977	7	4	3	12	13	10
GO:0005978	9	19	14	33	24	32
GO:0005980	3	1	2	5	5	1
GO:0005982	1	0	0	0	0	0
GO:0005983	1	5	3	6	1	2
GO:0005985	1	0	0	1	1	0
GO:0005986	1	2	1	0	2	1
GO:0005987	0	0	0	3	2	1
GO:0005989	0	0	0	3	2	4
GO:0005990	0	0	0	3	4	4
GO:0005991	1	0	0	1	1	0
GO:0005992	14	15	9	16	25	37
GO:0005993	7	6	7	7	11	12
GO:0005995	1	0	0	3	2	2
GO:0005996	1	0	2	0	2	2
GO:0005997	6	4	0	3	1	0
GO:0005998	2	2	3	17	51	48
GO:0006000	6	7	7	6	2	12
GO:0006002	14	25	17	41	51	73
GO:0006003	0	0	0	0	0	1
GO:0006004	3	5	3	7	8	14
GO:0006005	0	0	1	0	2	3
GO:0006006	39	46	39	77	92	119
GO:0006007	4	4	4	11	12	10
GO:0006011	14	18	13	17	25	35
GO:0006012	20	22	24	62	75	98
GO:0006013	0	0	1	2	8	14
GO:0006014	1	0	0	1	0	2
GO:0006015	12	21	10	37	37	48
GO:0006020	7	12	8	32	52	80
GO:0006021	15	23	9	34	37	42
GO:0006024	0	0	0	0	1	3
GO:0006027	0	0	0	3	6	4
GO:0006032	0	1	1	15	19	18
GO:0006040	13	9	6	9	6	2
GO:0006043	0	0	0	1	2	2
GO:0006044	0	3	2	7	19	23
GO:0006045	0	1	0	1	1	1
GO:0006046	0	1	0	5	13	20
GO:0006047	5	12	1	11	19	20
GO:0006048	25	20	15	46	45	77
GO:0006051	0	0	0	0	2	5
GO:0006054	0	1	0	1	3	1
GO:0006055	0	0	1	2	3	2
GO:0006061	1	2	2	0	3	12
GO:0006062	1	2	2	2	1	9
GO:0006064	0	2	0	8	6	10
GO:0006065	8	19	18	25	24	26
GO:0006066	3	1	1	6	7	2
GO:0006068	7	5	3	10	2	2
GO:0006069	8	9	7	4	3	0
GO:0006071	44	37	37	77	81	89
GO:0006072	13	11	13	27	40	37
GO:0006081	8	9	14	14	10	4
GO:0006082	3	5	4	8	4	10
GO:0006083	4	6	6	23	17	21
GO:0006084	14	7	11	36	49	69
GO:0006085	11	13	7	15	15	26
GO:0006086	14	21	25	42	66	58
GO:0006089	8	10	4	4	6	5
GO:0006090	16	22	22	44	46	45
GO:0006091	2	6	5	25	34	33
GO:0006094	64	76	49	125	137	167
GO:0006096	139	183	151	305	361	404
GO:0006097	20	27	21	30	18	18
GO:0006098	41	41	35	68	85	94
GO:0006099	211	212	165	337	298	335
GO:0006101	6	7	5	10	4	6
GO:0006102	7	8	2	12	14	23
GO:0006103	1	3	1	1	3	1
GO:0006104	0	2	0	2	2	4
GO:0006105	2	4	1	2	0	1
GO:0006106	15	19	19	34	35	40
GO:0006107	13	9	9	16	17	14
GO:0006108	14	11	12	16	12	8
GO:0006109	8	9	4	19	16	15
GO:0006110	0	2	0	0	0	0
GO:0006111	2	3	1	3	0	2
GO:0006112	1	0	1	1	0	0
GO:0006113	6	5	5	7	6	6
GO:0006114	0	0	1	0	0	1
GO:0006116	1	2	1	2	0	5
GO:0006119	27	26	29	36	26	7
GO:0006120	6	13	6	10	8	7
GO:0006121	3	6	4	3	2	3
GO:0006122	3	1	1	0	0	0
GO:0006123	1	1	2	1	1	1
GO:0006124	1	1	0	0	0	0
GO:0006127	0	0	1	1	0	0
GO:0006139	2	2	4	14	9	14
GO:0006144	12	14	12	21	15	16
GO:0006145	4	3	6	2	0	0
GO:0006146	7	10	7	19	24	20
GO:0006147	3	1	2	1	2	0
GO:0006148	0	2	0	1	1	0
GO:0006152	2	2	4	7	6	1
GO:0006154	1	3	1	2	1	2
GO:0006163	0	3	2	7	5	2
GO:0006164	22	30	28	54	68	74
GO:0006165	0	0	0	0	0	1
GO:0006166	26	35	30	66	74	73
GO:0006167	8	13	6	10	10	16
GO:0006168	10	13	12	34	28	29
GO:0006171	105	110	49	79	90	73
GO:0006172	1	1	0	0	0	0
GO:0006177	19	14	11	23	22	25
GO:0006178	3	3	5	14	14	8
GO:0006182	0	4	1	1	2	2
GO:0006183	20	23	16	37	37	42
GO:0006189	123	148	123	255	253	288
GO:0006195	0	0	1	1	3	1
GO:0006196	0	2	0	2	10	13
GO:0006198	1	0	2	3	2	2
GO:0006203	12	16	9	23	22	27
GO:0006204	0	2	0	0	0	0
GO:0006206	4	9	7	15	22	29
GO:0006207	53	65	56	115	126	148
GO:0006208	1	3	3	7	6	8
GO:0006209	1	1	2	2	4	2
GO:0006210	6	11	7	9	10	9
GO:0006212	19	24	14	28	34	45
GO:0006213	0	1	2	7	6	9
GO:0006218	0	1	1	2	2	2
GO:0006220	14	12	16	31	35	37
GO:0006221	5	7	10	26	45	74
GO:0006222	3	2	1	7	6	5
GO:0006223	3	6	4	3	3	5
GO:0006225	0	0	0	1	2	3
GO:0006226	17	22	19	43	31	40
GO:0006227	1	1	2	2	2	1
GO:0006228	11	15	13	21	21	32
GO:0006229	6	9	8	15	5	5
GO:0006231	17	19	19	42	45	42
GO:0006233	12	17	13	24	31	36
GO:0006235	21	30	27	56	64	66
GO:0006241	11	14	10	23	23	32
GO:0006248	0	2	0	1	1	1
GO:0006249	0	2	0	1	1	1
GO:0006253	2	3	2	3	3	3
GO:0006259	1	2	3	5	2	1
GO:0006260	181	204	188	415	403	501
GO:0006261	98	107	89	199	184	227
GO:0006264	0	0	0	0	1	1
GO:0006265	54	50	46	100	107	117
GO:0006266	0	0	1	3	5	1
GO:0006268	39	45	40	84	94	125
GO:0006269	31	30	26	63	62	80
GO:0006270	22	23	23	48	53	72
GO:0006271	3	2	1	9	5	11
GO:0006272	1	0	0	1	2	4
GO:0006273	0	0	1	3	5	1
GO:0006274	0	3	1	1	0	0
GO:0006275	14	13	15	31	36	47
GO:0006276	5	3	3	2	3	1
GO:0006278	0	0	1	1	0	1
GO:0006281	289	328	277	583	587	741
GO:0006282	17	13	13	23	29	42
GO:0006283	3	5	3	3	1	0
GO:0006284	60	56	47	88	86	110
GO:0006285	17	27	21	44	44	42
